Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Fri Jan 17 2003,7:00p,Milwaukee Bucks,99,Philadelphia 76ers,95,Box Score,,20584,
Fri Jan 17 2003,7:30p,Indiana Pacers,93,Boston Celtics,98,Box Score,,18624,
Fri Jan 17 2003,7:30p,Toronto Raptors,77,New Jersey Nets,88,Box Score,,17107,
Fri Jan 17 2003,8:00p,New York Knicks,82,Detroit Pistons,99,Box Score,,22076,
Fri Jan 17 2003,8:30p,Chicago Bulls,83,New Orleans Hornets,90,Box Score,,14040,
Fri Jan 17 2003,8:30p,Atlanta Hawks,93,San Antonio Spurs,106,Box Score,,18007,
Fri Jan 17 2003,9:00p,Cleveland Cavaliers,80,Denver Nuggets,97,Box Score,,14214,
Fri Jan 17 2003,9:00p,Dallas Mavericks,106,Phoenix Suns,111,Box Score,,19023,
Fri Jan 17 2003,9:30p,Los Angeles Lakers,104,Houston Rockets,108,Box Score,OT,16285,
Fri Jan 17 2003,10:00p,Memphis Grizzlies,97,Seattle SuperSonics,103,Box Score,OT,14176,
Fri Jan 17 2003,10:30p,Minnesota Timberwolves,98,Golden State Warriors,107,Box Score,,14374,
Sat Jan 18 2003,7:00p,New York Knicks,95,Atlanta Hawks,92,Box Score,,12794,
Sat Jan 18 2003,7:00p,Detroit Pistons,86,Indiana Pacers,88,Box Score,,18345,
Sat Jan 18 2003,7:00p,Philadelphia 76ers,88,Washington Wizards,80,Box Score,,20173,
Sat Jan 18 2003,8:00p,Chicago Bulls,101,Miami Heat,102,Box Score,2OT,16500,
Sat Jan 18 2003,8:30p,Boston Celtics,97,Milwaukee Bucks,95,Box Score,,17186,
Sat Jan 18 2003,9:00p,Cleveland Cavaliers,78,Utah Jazz,95,Box Score,,19886,
Sat Jan 18 2003,10:00p,Minnesota Timberwolves,104,Portland Trail Blazers,98,Box Score,,20484,
Sat Jan 18 2003,10:30p,Sacramento Kings,107,Los Angeles Clippers,112,Box Score,,20037,
Sun Jan 19 2003,12:30p,Orlando Magic,101,Toronto Raptors,93,Box Score,,19800,
Sun Jan 19 2003,9:00p,Dallas Mavericks,81,Seattle SuperSonics,85,Box Score,,16359,
Mon Jan 20 2003,12:00p,Chicago Bulls,115,Atlanta Hawks,102,Box Score,,9961,
Mon Jan 20 2003,1:00p,Miami Heat,65,New York Knicks,72,Box Score,,18704,
Mon Jan 20 2003,1:00p,Denver Nuggets,74,Washington Wizards,89,Box Score,,20173,
Mon Jan 20 2003,3:00p,Indiana Pacers,78,Detroit Pistons,88,Box Score,,22076,
Mon Jan 20 2003,3:30p,Phoenix Suns,102,New Orleans Hornets,114,Box Score,,16034,
Mon Jan 20 2003,4:00p,Sacramento Kings,102,Golden State Warriors,80,Box Score,,19871,
Mon Jan 20 2003,5:00p,Portland Trail Blazers,99,Memphis Grizzlies,87,Box Score,,19084,
Mon Jan 20 2003,5:00p,Toronto Raptors,81,Minnesota Timberwolves,89,Box Score,,14773,
Mon Jan 20 2003,5:00p,Houston Rockets,82,San Antonio Spurs,87,Box Score,,17537,
Mon Jan 20 2003,7:30p,Boston Celtics,100,Philadelphia 76ers,99,Box Score,,20311,
Mon Jan 20 2003,9:00p,New Jersey Nets,103,Utah Jazz,106,Box Score,OT,19353,
Mon Jan 20 2003,10:00p,Los Angeles Clippers,92,Los Angeles Lakers,96,Box Score,,18997,
Tue Jan 21 2003,7:00p,Orlando Magic,103,Cleveland Cavaliers,94,Box Score,,9675,
Tue Jan 21 2003,8:30p,Houston Rockets,86,Dallas Mavericks,107,Box Score,,20104,
Tue Jan 21 2003,10:00p,New Jersey Nets,102,Sacramento Kings,109,Box Score,,17317,
Wed Jan 22 2003,7:00p,Milwaukee Bucks,106,Boston Celtics,97,Box Score,,16003,
Wed Jan 22 2003,7:00p,Toronto Raptors,98,Indiana Pacers,101,Box Score,,15488,
Wed Jan 22 2003,7:00p,Chicago Bulls,91,Orlando Magic,94,Box Score,,13262,
Wed Jan 22 2003,7:30p,Portland Trail Blazers,112,Atlanta Hawks,110,Box Score,2OT,9571,
Wed Jan 22 2003,7:30p,Philadelphia 76ers,92,Detroit Pistons,83,Box Score,,19347,
Wed Jan 22 2003,7:30p,Phoenix Suns,85,Miami Heat,92,Box Score,,14633,
Wed Jan 22 2003,7:30p,Denver Nuggets,88,New York Knicks,97,Box Score,,17622,
Wed Jan 22 2003,8:00p,Seattle SuperSonics,91,Minnesota Timberwolves,96,Box Score,,13273,
Wed Jan 22 2003,8:30p,Memphis Grizzlies,98,San Antonio Spurs,93,Box Score,,17126,
Wed Jan 22 2003,9:00p,Washington Wizards,94,New Orleans Hornets,103,Box Score,,18298,
Wed Jan 22 2003,9:00p,Los Angeles Clippers,96,Utah Jazz,89,Box Score,,18959,
Wed Jan 22 2003,10:30p,Golden State Warriors,114,Los Angeles Lakers,110,Box Score,,18997,
Thu Jan 23 2003,7:30p,Dallas Mavericks,107,Philadelphia 76ers,94,Box Score,,20027,
Thu Jan 23 2003,8:00p,Sacramento Kings,104,Memphis Grizzlies,98,Box Score,,13228,
Thu Jan 23 2003,10:00p,New Jersey Nets,97,Golden State Warriors,105,Box Score,,15379,
Fri Jan 24 2003,7:00p,Seattle SuperSonics,80,Indiana Pacers,93,Box Score,,15302,
Fri Jan 24 2003,7:00p,Dallas Mavericks,101,New York Knicks,90,Box Score,,19763,
Fri Jan 24 2003,7:00p,Phoenix Suns,110,Orlando Magic,107,Box Score,,14707,
Fri Jan 24 2003,7:30p,Sacramento Kings,104,Atlanta Hawks,115,Box Score,,15697,
Fri Jan 24 2003,7:30p,Denver Nuggets,58,Boston Celtics,77,Box Score,,18087,
Fri Jan 24 2003,8:00p,Los Angeles Clippers,85,Minnesota Timberwolves,88,Box Score,,14084,
Fri Jan 24 2003,8:30p,Washington Wizards,97,Chicago Bulls,104,Box Score,,23215,
Fri Jan 24 2003,8:30p,Detroit Pistons,98,Houston Rockets,74,Box Score,,14911,
Fri Jan 24 2003,8:30p,Portland Trail Blazers,97,New Orleans Hornets,96,Box Score,OT,14125,
Fri Jan 24 2003,9:00p,San Antonio Spurs,91,Utah Jazz,90,Box Score,,19911,
Fri Jan 24 2003,10:30p,New Jersey Nets,89,Los Angeles Lakers,83,Box Score,,18997,
Sat Jan 25 2003,3:00p,Philadelphia 76ers,97,Miami Heat,91,Box Score,,16500,
Sat Jan 25 2003,7:00p,Minnesota Timberwolves,97,Washington Wizards,89,Box Score,,20173,
Sat Jan 25 2003,7:30p,Atlanta Hawks,102,Cleveland Cavaliers,101,Box Score,OT,10554,
Sat Jan 25 2003,8:00p,Seattle SuperSonics,95,Memphis Grizzlies,83,Box Score,,17973,
Sat Jan 25 2003,8:30p,Denver Nuggets,75,Milwaukee Bucks,88,Box Score,,18096,
Sat Jan 25 2003,8:30p,Detroit Pistons,76,San Antonio Spurs,108,Box Score,,17353,
Sat Jan 25 2003,10:30p,Utah Jazz,95,Golden State Warriors,108,Box Score,,16373,
Sun Jan 26 2003,12:30p,Sacramento Kings,97,Toronto Raptors,101,Box Score,,19800,
Sun Jan 26 2003,1:00p,Orlando Magic,83,Boston Celtics,91,Box Score,,18624,
Sun Jan 26 2003,1:00p,Houston Rockets,98,Chicago Bulls,100,Box Score,,22052,
Sun Jan 26 2003,1:00p,Los Angeles Clippers,101,Indiana Pacers,108,Box Score,,15041,
Sun Jan 26 2003,1:00p,Phoenix Suns,98,New York Knicks,106,Box Score,,18859,
Sun Jan 26 2003,2:00p,Portland Trail Blazers,100,Dallas Mavericks,93,Box Score,,19765,
Mon Jan 27 2003,7:00p,Los Angeles Clippers,100,Cleveland Cavaliers,104,Box Score,,9059,
Mon Jan 27 2003,7:00p,Phoenix Suns,93,Washington Wizards,98,Box Score,,20173,
Mon Jan 27 2003,7:30p,Indiana Pacers,102,Miami Heat,95,Box Score,,14503,
Mon Jan 27 2003,8:00p,Houston Rockets,100,Memphis Grizzlies,95,Box Score,,12352,
Mon Jan 27 2003,8:00p,San Antonio Spurs,95,Minnesota Timberwolves,106,Box Score,,14306,
Mon Jan 27 2003,8:30p,Milwaukee Bucks,108,New Orleans Hornets,93,Box Score,,13540,
Mon Jan 27 2003,9:00p,New Jersey Nets,92,Denver Nuggets,66,Box Score,,13826,
Tue Jan 28 2003,7:30p,Boston Celtics,83,Detroit Pistons,86,Box Score,,17371,
Tue Jan 28 2003,7:30p,Atlanta Hawks,98,New York Knicks,103,Box Score,,17788,
Tue Jan 28 2003,8:00p,Philadelphia 76ers,108,Milwaukee Bucks,81,Box Score,,15031,
Tue Jan 28 2003,10:00p,Denver Nuggets,92,Portland Trail Blazers,98,Box Score,,19087,
Tue Jan 28 2003,10:00p,Utah Jazz,102,Sacramento Kings,92,Box Score,,17317,
Tue Jan 28 2003,10:00p,Golden State Warriors,88,Seattle SuperSonics,91,Box Score,,14941,
Wed Jan 29 2003,7:00p,San Antonio Spurs,106,Indiana Pacers,97,Box Score,,15110,
Wed Jan 29 2003,7:00p,Cleveland Cavaliers,108,Orlando Magic,113,Box Score,,12632,
Wed Jan 29 2003,7:00p,Atlanta Hawks,97,Philadelphia 76ers,83,Box Score,,18324,
Wed Jan 29 2003,7:30p,New York Knicks,80,Miami Heat,82,Box Score,,14623,
Wed Jan 29 2003,7:30p,Washington Wizards,78,New Jersey Nets,86,Box Score,,20049,
Wed Jan 29 2003,8:30p,Toronto Raptors,83,New Orleans Hornets,104,Box Score,,13014,
Wed Jan 29 2003,9:00p,Dallas Mavericks,104,Houston Rockets,81,Box Score,,16285,
Wed Jan 29 2003,9:00p,Los Angeles Lakers,99,Phoenix Suns,90,Box Score,,18437,
Wed Jan 29 2003,9:00p,Portland Trail Blazers,71,Utah Jazz,95,Box Score,,18471,
Wed Jan 29 2003,10:30p,Chicago Bulls,75,Los Angeles Clippers,77,Box Score,,17548,
Thu Jan 30 2003,7:30p,Minnesota Timberwolves,109,Dallas Mavericks,112,Box Score,,19874,
Thu Jan 30 2003,8:00p,Washington Wizards,90,Milwaukee Bucks,97,Box Score,,18717,
Thu Jan 30 2003,10:00p,Sacramento Kings,95,Seattle SuperSonics,77,Box Score,,16286,
Fri Jan 31 2003,7:00p,Miami Heat,99,Philadelphia 76ers,104,Box Score,,20365,
Fri Jan 31 2003,7:00p,Indiana Pacers,90,Toronto Raptors,102,Box Score,,18977,
Fri Jan 31 2003,7:30p,Cleveland Cavaliers,91,Atlanta Hawks,96,Box Score,,9704,
Fri Jan 31 2003,7:30p,Detroit Pistons,118,Boston Celtics,66,Box Score,,18624,
Fri Jan 31 2003,7:30p,New Orleans Hornets,72,New Jersey Nets,89,Box Score,,15311,
Fri Jan 31 2003,8:00p,New York Knicks,108,Memphis Grizzlies,102,Box Score,,17643,
Fri Jan 31 2003,8:00p,San Antonio Spurs,109,Orlando Magic,108,Box Score,,15654,
Fri Jan 31 2003,8:30p,Minnesota Timberwolves,101,Houston Rockets,121,Box Score,,15497,
Fri Jan 31 2003,9:00p,Golden State Warriors,94,Utah Jazz,102,Box Score,,19608,
Fri Jan 31 2003,10:00p,Chicago Bulls,94,Portland Trail Blazers,107,Box Score,,19991,
Fri Jan 31 2003,10:30p,Phoenix Suns,98,Los Angeles Clippers,92,Box Score,,17875,
Fri Jan 31 2003,10:30p,Los Angeles Lakers,124,Sacramento Kings,113,Box Score,,17317,
Sat Feb 1 2003,7:00p,Boston Celtics,100,Indiana Pacers,109,Box Score,,18345,
Sat Feb 1 2003,7:00p,New Orleans Hornets,104,Washington Wizards,109,Box Score,,20173,
Sat Feb 1 2003,7:30p,New Jersey Nets,84,Detroit Pistons,106,Box Score,,22076,
Sat Feb 1 2003,8:00p,San Antonio Spurs,67,Miami Heat,65,Box Score,,15729,
Sat Feb 1 2003,8:30p,Denver Nuggets,100,Dallas Mavericks,122,Box Score,,19889,
Sat Feb 1 2003,8:30p,New York Knicks,100,Milwaukee Bucks,107,Box Score,,16117,
Sat Feb 1 2003,9:00p,Golden State Warriors,107,Phoenix Suns,116,Box Score,,16174,
Sat Feb 1 2003,10:00p,Chicago Bulls,77,Seattle SuperSonics,90,Box Score,,16055,
Sat Feb 1 2003,10:30p,Utah Jazz,87,Los Angeles Lakers,99,Box Score,,18997,
Sun Feb 2 2003,1:00p,Portland Trail Blazers,114,Cleveland Cavaliers,95,Box Score,,10127,
Sun Feb 2 2003,1:30p,Los Angeles Clippers,86,Toronto Raptors,100,Box Score,,17862,
Sun Feb 2 2003,2:00p,Orlando Magic,89,Atlanta Hawks,97,Box Score,,18233,
Sun Feb 2 2003,3:30p,Philadelphia 76ers,91,Minnesota Timberwolves,99,Box Score,,18089,
Sun Feb 2 2003,4:00p,Sacramento Kings,89,Houston Rockets,105,Box Score,,16285,
Sun Feb 2 2003,9:30p,Memphis Grizzlies,78,Denver Nuggets,93,Box Score,,13274,
Mon Feb 3 2003,7:30p,Atlanta Hawks,79,Miami Heat,99,Box Score,,14546,
Mon Feb 3 2003,7:30p,Seattle SuperSonics,108,New Jersey Nets,109,Box Score,OT,12850,
Mon Feb 3 2003,8:30p,Boston Celtics,96,New Orleans Hornets,103,Box Score,,13762,
Mon Feb 3 2003,9:00p,Chicago Bulls,111,Phoenix Suns,115,Box Score,OT,14113,
Mon Feb 3 2003,9:00p,Dallas Mavericks,92,Utah Jazz,90,Box Score,,19130,
Mon Feb 3 2003,10:30p,Memphis Grizzlies,91,Golden State Warriors,101,Box Score,,10137,
Tue Feb 4 2003,7:00p,Los Angeles Lakers,97,Indiana Pacers,94,Box Score,,18345,
Tue Feb 4 2003,7:00p,Portland Trail Blazers,96,Orlando Magic,89,Box Score,,13532,
Tue Feb 4 2003,7:00p,Cleveland Cavaliers,84,Washington Wizards,93,Box Score,,20173,
Tue Feb 4 2003,7:30p,Los Angeles Clippers,92,New York Knicks,105,Box Score,,18197,
Tue Feb 4 2003,8:00p,Toronto Raptors,98,Milwaukee Bucks,95,Box Score,,13765,
Tue Feb 4 2003,8:00p,Houston Rockets,89,Minnesota Timberwolves,103,Box Score,,15333,
Tue Feb 4 2003,8:30p,Sacramento Kings,110,Dallas Mavericks,109,Box Score,,20102,
Tue Feb 4 2003,9:00p,Chicago Bulls,100,Denver Nuggets,102,Box Score,OT,13390,
Wed Feb 5 2003,7:00p,Seattle SuperSonics,74,Boston Celtics,114,Box Score,,17348,
Wed Feb 5 2003,7:00p,Houston Rockets,102,Cleveland Cavaliers,105,Box Score,,11940,
Wed Feb 5 2003,7:30p,Los Angeles Clippers,80,Detroit Pistons,89,Box Score,,18844,
Wed Feb 5 2003,7:30p,Portland Trail Blazers,101,Miami Heat,87,Box Score,,14566,
Wed Feb 5 2003,7:30p,New Jersey Nets,111,Philadelphia 76ers,85,Box Score,,20119,
Wed Feb 5 2003,8:30p,Sacramento Kings,84,New Orleans Hornets,108,Box Score,,17217,
Wed Feb 5 2003,9:00p,Memphis Grizzlies,84,Utah Jazz,105,Box Score,,19473,
Wed Feb 5 2003,10:30p,San Antonio Spurs,103,Golden State Warriors,99,Box Score,,13553,
Thu Feb 6 2003,7:30p,Los Angeles Lakers,114,New York Knicks,109,Box Score,,19763,
Thu Feb 6 2003,8:00p,Seattle SuperSonics,91,Milwaukee Bucks,97,Box Score,,13749,
Thu Feb 6 2003,10:00p,San Antonio Spurs,83,Denver Nuggets,74,Box Score,,15206,
Tue Feb 11 2003,7:00p,Cleveland Cavaliers,96,Indiana Pacers,107,Box Score,,16058,
Tue Feb 11 2003,7:00p,New Jersey Nets,83,Orlando Magic,92,Box Score,,14549,
Tue Feb 11 2003,7:30p,Golden State Warriors,116,Atlanta Hawks,113,Box Score,,7096,
Tue Feb 11 2003,7:30p,New Orleans Hornets,78,Miami Heat,69,Box Score,,14484,
Tue Feb 11 2003,8:00p,Dallas Mavericks,98,Minnesota Timberwolves,100,Box Score,,15145,
Tue Feb 11 2003,8:30p,Detroit Pistons,89,Chicago Bulls,79,Box Score,,18303,
Tue Feb 11 2003,8:30p,Utah Jazz,103,Houston Rockets,101,Box Score,OT,11670,
Tue Feb 11 2003,9:00p,Los Angeles Clippers,107,Phoenix Suns,106,Box Score,,15085,
Tue Feb 11 2003,10:00p,San Antonio Spurs,116,Portland Trail Blazers,111,Box Score,OT,19631,
Tue Feb 11 2003,10:00p,Washington Wizards,80,Sacramento Kings,99,Box Score,,17317,
Tue Feb 11 2003,10:00p,Boston Celtics,82,Seattle SuperSonics,76,Box Score,,15120,
Tue Feb 11 2003,10:30p,Denver Nuggets,93,Los Angeles Lakers,121,Box Score,,18848,
Wed Feb 12 2003,7:00p,Minnesota Timberwolves,102,Cleveland Cavaliers,91,Box Score,,9190,
Wed Feb 12 2003,7:00p,Chicago Bulls,111,Philadelphia 76ers,119,Box Score,OT,19119,
Wed Feb 12 2003,7:00p,Atlanta Hawks,96,Toronto Raptors,97,Box Score,,17372,
Wed Feb 12 2003,7:30p,Golden State Warriors,113,New York Knicks,107,Box Score,,18212,
Wed Feb 12 2003,8:00p,New Jersey Nets,90,Memphis Grizzlies,97,Box Score,,12486,
Wed Feb 12 2003,8:30p,Indiana Pacers,83,New Orleans Hornets,72,Box Score,,16832,
Wed Feb 12 2003,9:00p,Los Angeles Lakers,113,Denver Nuggets,102,Box Score,,17757,
Wed Feb 12 2003,9:00p,Dallas Mavericks,114,Milwaukee Bucks,120,Box Score,,15886,
Wed Feb 12 2003,9:00p,Houston Rockets,106,Utah Jazz,76,Box Score,,18873,
Wed Feb 12 2003,10:30p,Washington Wizards,108,Los Angeles Clippers,104,Box Score,,20578,
Thu Feb 13 2003,7:30p,Orlando Magic,88,Detroit Pistons,98,Box Score,,20333,
Thu Feb 13 2003,10:00p,Boston Celtics,100,Portland Trail Blazers,92,Box Score,,19418,
Fri Feb 14 2003,7:00p,Atlanta Hawks,97,Indiana Pacers,98,Box Score,OT,15465,
Fri Feb 14 2003,7:00p,Golden State Warriors,118,Toronto Raptors,114,Box Score,OT,19346,
Fri Feb 14 2003,7:30p,Chicago Bulls,72,New Jersey Nets,90,Box Score,,14221,
Fri Feb 14 2003,8:00p,Dallas Mavericks,110,Memphis Grizzlies,103,Box Score,,15924,
Fri Feb 14 2003,8:00p,New Orleans Hornets,93,Minnesota Timberwolves,114,Box Score,,16347,
Fri Feb 14 2003,8:00p,Orlando Magic,98,Philadelphia 76ers,99,Box Score,,20789,
Fri Feb 14 2003,8:30p,Miami Heat,94,Houston Rockets,82,Box Score,,15310,
Fri Feb 14 2003,8:30p,Detroit Pistons,86,Milwaukee Bucks,96,Box Score,,16294,
Fri Feb 14 2003,9:00p,New York Knicks,116,Phoenix Suns,115,Box Score,,15438,
Fri Feb 14 2003,9:00p,Washington Wizards,77,Utah Jazz,109,Box Score,,19911,
Fri Feb 14 2003,10:00p,Seattle SuperSonics,81,Sacramento Kings,110,Box Score,,17317,
Fri Feb 14 2003,10:30p,San Antonio Spurs,103,Los Angeles Lakers,95,Box Score,,18997,
Sat Feb 15 2003,8:30p,Denver Nuggets,69,Chicago Bulls,88,Box Score,,22145,
Sat Feb 15 2003,8:30p,Miami Heat,92,Dallas Mavericks,98,Box Score,,20003,
Sat Feb 15 2003,10:00p,Seattle SuperSonics,96,Portland Trail Blazers,101,Box Score,,20409,
Sat Feb 15 2003,10:30p,Boston Celtics,92,Los Angeles Clippers,84,Box Score,,19384,
Sun Feb 16 2003,1:00p,Philadelphia 76ers,90,New Jersey Nets,83,Box Score,,20049,
Sun Feb 16 2003,1:30p,Orlando Magic,97,Toronto Raptors,99,Box Score,,19800,
Sun Feb 16 2003,3:00p,Memphis Grizzlies,101,Milwaukee Bucks,95,Box Score,,17193,
Sun Feb 16 2003,3:30p,Golden State Warriors,102,Minnesota Timberwolves,109,Box Score,,15003,
Sun Feb 16 2003,3:30p,San Antonio Spurs,104,Sacramento Kings,101,Box Score,,17317,
Sun Feb 16 2003,6:00p,Indiana Pacers,86,Atlanta Hawks,99,Box Score,,12411,
Sun Feb 16 2003,7:00p,Detroit Pistons,90,Cleveland Cavaliers,75,Box Score,,9178,
Sun Feb 16 2003,7:00p,Denver Nuggets,92,New Orleans Hornets,100,Box Score,,14715,
Sun Feb 16 2003,8:00p,Boston Celtics,92,Phoenix Suns,102,Box Score,,16748,
Sun Feb 16 2003,9:30p,New York Knicks,117,Los Angeles Lakers,110,Box Score,,18997,
Mon Feb 17 2003,7:30p,Miami Heat,62,Detroit Pistons,93,Box Score,,17177,
Mon Feb 17 2003,9:00p,Minnesota Timberwolves,97,Utah Jazz,109,Box Score,,19370,
Mon Feb 17 2003,10:00p,New York Knicks,91,Portland Trail Blazers,99,Box Score,,18734,
Tue Feb 18 2003,7:00p,Chicago Bulls,107,Cleveland Cavaliers,101,Box Score,,9023,
Tue Feb 18 2003,7:00p,New Orleans Hornets,94,Orlando Magic,99,Box Score,,13847,
Tue Feb 18 2003,7:30p,Miami Heat,79,New Jersey Nets,84,Box Score,,11656,
Tue Feb 18 2003,8:00p,Indiana Pacers,103,Memphis Grizzlies,108,Box Score,OT,12143,
Tue Feb 18 2003,8:30p,Atlanta Hawks,79,Dallas Mavericks,105,Box Score,,19783,
Tue Feb 18 2003,8:30p,Denver Nuggets,76,San Antonio Spurs,101,Box Score,,17274,
Tue Feb 18 2003,10:00p,Milwaukee Bucks,93,Sacramento Kings,102,Box Score,,17317,
Tue Feb 18 2003,10:30p,Boston Celtics,125,Golden State Warriors,117,Box Score,,16447,
Tue Feb 18 2003,10:30p,Houston Rockets,99,Los Angeles Lakers,106,Box Score,2OT,18997,
Wed Feb 19 2003,7:00p,Detroit Pistons,89,Toronto Raptors,84,Box Score,,19140,
Wed Feb 19 2003,8:30p,Washington Wizards,75,New Orleans Hornets,87,Box Score,,18522,
Wed Feb 19 2003,9:00p,Minnesota Timberwolves,85,Denver Nuggets,77,Box Score,,15109,
Wed Feb 19 2003,9:00p,Houston Rockets,107,Phoenix Suns,89,Box Score,,17467,
Wed Feb 19 2003,9:00p,Los Angeles Lakers,93,Utah Jazz,87,Box Score,,19911,
Wed Feb 19 2003,9:30p,Philadelphia 76ers,110,Chicago Bulls,82,Box Score,,20507,
Wed Feb 19 2003,10:00p,Golden State Warriors,98,Portland Trail Blazers,125,Box Score,,18137,
Wed Feb 19 2003,10:00p,New York Knicks,94,Seattle SuperSonics,103,Box Score,,15330,
Wed Feb 19 2003,10:30p,Milwaukee Bucks,104,Los Angeles Clippers,110,Box Score,,15709,
Thu Feb 20 2003,7:30p,Indiana Pacers,91,New Jersey Nets,98,Box Score,,15051,
Thu Feb 20 2003,8:30p,San Antonio Spurs,87,Dallas Mavericks,95,Box Score,,20036,
Thu Feb 20 2003,10:00p,Boston Celtics,83,Sacramento Kings,105,Box Score,,17317,
Fri Feb 21 2003,7:00p,Chicago Bulls,96,Orlando Magic,110,Box Score,,17156,
Fri Feb 21 2003,7:00p,Phoenix Suns,89,Toronto Raptors,92,Box Score,,18695,
Fri Feb 21 2003,7:00p,New Jersey Nets,86,Washington Wizards,89,Box Score,,20173,
Fri Feb 21 2003,7:30p,Philadelphia 76ers,119,Cleveland Cavaliers,99,Box Score,,19167,
Fri Feb 21 2003,8:00p,Dallas Mavericks,100,Houston Rockets,85,Box Score,,16285,
Fri Feb 21 2003,8:00p,Detroit Pistons,96,Minnesota Timberwolves,103,Box Score,,14881,
Fri Feb 21 2003,8:30p,Memphis Grizzlies,123,New Orleans Hornets,125,Box Score,OT,16591,
Fri Feb 21 2003,10:30p,New York Knicks,107,Golden State Warriors,111,Box Score,,16711,
Fri Feb 21 2003,10:30p,Portland Trail Blazers,84,Los Angeles Lakers,92,Box Score,,18997,
Fri Feb 21 2003,10:30p,Milwaukee Bucks,58,Seattle SuperSonics,88,Box Score,,17072,
Sat Feb 22 2003,7:30p,New Orleans Hornets,93,Detroit Pistons,91,Box Score,,22076,
Sat Feb 22 2003,8:00p,Chicago Bulls,90,Miami Heat,100,Box Score,,14987,
Sat Feb 22 2003,8:30p,Memphis Grizzlies,82,Houston Rockets,93,Box Score,,13875,
Sat Feb 22 2003,8:30p,Indiana Pacers,96,San Antonio Spurs,105,Box Score,,18797,
Sat Feb 22 2003,9:00p,Denver Nuggets,89,Utah Jazz,99,Box Score,,19911,
Sat Feb 22 2003,10:00p,Milwaukee Bucks,93,Portland Trail Blazers,90,Box Score,,20290,
Sat Feb 22 2003,10:30p,Atlanta Hawks,89,Los Angeles Clippers,87,Box Score,,16609,
Sun Feb 23 2003,12:30p,Dallas Mavericks,106,Washington Wizards,101,Box Score,OT,20173,
Sun Feb 23 2003,3:00p,Orlando Magic,113,New Jersey Nets,105,Box Score,,20049,
Sun Feb 23 2003,3:30p,Phoenix Suns,97,Minnesota Timberwolves,99,Box Score,,15771,
Sun Feb 23 2003,6:00p,Cleveland Cavaliers,103,Philadelphia 76ers,116,Box Score,,20702,
Sun Feb 23 2003,9:00p,Atlanta Hawks,93,Golden State Warriors,115,Box Score,,15724,
Sun Feb 23 2003,9:00p,New York Knicks,92,Sacramento Kings,99,Box Score,,17317,
Sun Feb 23 2003,9:30p,Seattle SuperSonics,101,Los Angeles Lakers,106,Box Score,,18997,
Mon Feb 24 2003,7:00p,Houston Rockets,101,Boston Celtics,95,Box Score,OT,18624,
Mon Feb 24 2003,8:00p,Utah Jazz,92,Memphis Grizzlies,103,Box Score,,13317,
Mon Feb 24 2003,8:00p,Minnesota Timberwolves,117,Milwaukee Bucks,114,Box Score,,18717,
Mon Feb 24 2003,8:30p,Phoenix Suns,87,Chicago Bulls,90,Box Score,,17057,
Mon Feb 24 2003,9:00p,Golden State Warriors,94,Denver Nuggets,89,Box Score,,13146,
Mon Feb 24 2003,10:00p,Detroit Pistons,79,Seattle SuperSonics,86,Box Score,,15718,
Tue Feb 25 2003,7:00p,New Jersey Nets,90,Cleveland Cavaliers,93,Box Score,,10761,
Tue Feb 25 2003,7:00p,Washington Wizards,83,Indiana Pacers,78,Box Score,,18345,
Tue Feb 25 2003,7:00p,Dallas Mavericks,93,Orlando Magic,98,Box Score,,16009,
Tue Feb 25 2003,7:30p,Houston Rockets,95,New York Knicks,102,Box Score,,19763,
Tue Feb 25 2003,8:30p,Miami Heat,69,San Antonio Spurs,84,Box Score,,17322,
Tue Feb 25 2003,10:00p,Atlanta Hawks,86,Portland Trail Blazers,89,Box Score,,17568,
Tue Feb 25 2003,10:00p,Detroit Pistons,75,Sacramento Kings,81,Box Score,,17317,
Tue Feb 25 2003,10:30p,Los Angeles Clippers,98,Los Angeles Lakers,109,Box Score,,18997,
Wed Feb 26 2003,7:00p,Indiana Pacers,69,Boston Celtics,71,Box Score,,17319,
Wed Feb 26 2003,7:00p,Memphis Grizzlies,107,Philadelphia 76ers,111,Box Score,,19568,
Wed Feb 26 2003,7:30p,New York Knicks,76,New Jersey Nets,105,Box Score,,15380,
Wed Feb 26 2003,8:00p,Phoenix Suns,118,Milwaukee Bucks,112,Box Score,,17213,
Wed Feb 26 2003,8:30p,Miami Heat,82,New Orleans Hornets,91,Box Score,,12460,
Wed Feb 26 2003,9:00p,Toronto Raptors,95,Chicago Bulls,103,Box Score,,18178,
Wed Feb 26 2003,9:00p,Portland Trail Blazers,94,Denver Nuggets,84,Box Score,,15826,
Wed Feb 26 2003,9:00p,Utah Jazz,85,Minnesota Timberwolves,92,Box Score,,14227,
Wed Feb 26 2003,10:00p,Atlanta Hawks,76,Seattle SuperSonics,93,Box Score,,14526,
Wed Feb 26 2003,10:30p,Golden State Warriors,108,Los Angeles Clippers,94,Box Score,,15273,
Thu Feb 27 2003,7:00p,Houston Rockets,98,Washington Wizards,100,Box Score,OT,20173,
Thu Feb 27 2003,9:30p,Sacramento Kings,126,Dallas Mavericks,124,Box Score,OT,20059,
Thu Feb 27 2003,10:00p,Detroit Pistons,85,Los Angeles Lakers,95,Box Score,,18997,
